Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,passed,failReason,responseBody
3429,3027,3027,test_1jyisnm6sj4va_getMultiHotelOffers,checkOutDate=2022-09-28;hotelIds=WVBCN054;roomQuantity=2;adults=6;includeClosed=true;checkInDate=2022-09-20;paymentPolicy=GUARANTEE;bestRateOnly=false;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+QrBcWJzxs2usrFvlgoZ7kpZoGZe3;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""WVBCN054"",""chainCode"":""WV"",""name"":""HOTEL REGINA"",""cityCode"":""BCN"",""latitude"":41.38594,""longitude"":2.16756},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=WVBCN054&adults=6&checkInDate=2022-09-20&checkOutDate=2022-09-28&paymentPolicy=GUARANTEE&roomQuantity=2""}]}"
5979,3062,3062,test_vb43a36ktwf6_getMultiHotelOffers,checkOutDate=2022-09-28;hotelIds=HLLPL708%2COMLAXCTR%2CWVSYDOAK%2CCPMCOD08%2CMCDXBHCM;roomQuantity=9;adults=1;includeClosed=false;checkInDate=2022-09-21;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+EQRpZ7SNMoi7FfBpnhjztENwCVyT;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""CPMCOD08"",""chainCode"":""CP"",""dupeId"":""700042430"",""name"":""CROWNE PLAZA DOWNTOWN"",""cityCode"":""MCO"",""latitude"":28.55209,""longitude"":-81.38363},""available"":true,""offers"":[{""id"":""4VOX6CUEVK"",""roomQuantity"":""9"",""checkInDate"":""2022-09-21"",""checkOutDate"":""2022-09-28"",""rateCode"":""57J"",""rateFamilyEstimated"":{""code"":""BAR"",""type"":""P""},""boardType"":""ROOM_ONLY"",""room"":{""type"":""*RH"",""typeEstimated"":{""category"":""STANDARD_ROOM""},""description"":{""text"":""BEST FLEXIBLE RATE\nStandard Room When you arrive at the hotel we\nwill do our best to meet your room type"",""lang"":""EN""}},""guests"":{""adults"":1},""price"":{""currency"":""USD"",""base"":""1169.00"",""total"":""1315.15"",""taxes"":[{""code"":""MISCELLANEOUS"",""pricingFrequency"":""PER_NIGHT"",""pricingMode"":""PER_PRODUCT"",""percentage"":""12.50"",""included"":false}],""variations"":{""average"":{""base"":""167.00""},""changes"":[{""startDate"":""2022-09-21"",""endDate"":""2022-09-22"",""base"":""161.00""},{""startDate"":""2022-09-22"",""endDate"":""2022-09-23"",""base"":""166.00""},{""startDate"":""2022-09-23"",""endDate"":""2022-09-24"",""base"":""177.00""},{""startDate"":""2022-09-24"",""endDate"":""2022-09-25"",""base"":""179.00""},{""startDate"":""2022-09-25"",""endDate"":""2022-09-26"",""base"":""165.00""},{""startDate"":""2022-09-26"",""endDate"":""2022-09-27"",""base"":""160.00""},{""startDate"":""2022-09-27"",""endDate"":""2022-09-28"",""base"":""161.00""}]}},""policies"":{""guarantee"":{""acceptedPayments"":{""creditCards"":[""AX"",""VI"",""CA"",""DC"",""CB"",""JC"",""DS""],""methods"":[""CREDIT_CARD""]}},""paymentType"":""guarantee"",""cancellation"":{""deadline"":""2022-09-21T16:00:00-04:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/4VOX6CUEVK""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=CPMCOD08&adults=1&checkInDate=2022-09-21&checkOutDate=2022-09-28&roomQuantity=9""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""OMLAXCTR"",""chainCode"":""OM"",""dupeId"":""700022805"",""name"":""Omni LA at California Plaza"",""cityCode"":""LAX"",""latitude"":34.05278,""longitude"":-118.25056},""available"":true,""offers"":[{""id"":""X8ZB57PSX3"",""roomQuantity"":""9"",""checkInDate"":""2022-09-21"",""checkOutDate"":""2022-09-28"",""rateCode"":""P1C"",""commission"":{""percentage"":""10.00""},""room"":{""type"":""A1K"",""typeEstimated"":{""category"":""DELUXE_ROOM"",""beds"":1,""bedType"":""KING""},""description"":{""text"":""Coffee package\nDELUXE KING 384 SQ FT SITTING AREA AND DESK\nFREE WIFI WITH MEMBERSHIP"",""lang"":""EN""}},""guests"":{""adults"":1},""price"":{""currency"":""USD"",""base"":""1753.20"",""total"":""2281.60"",""taxes"":[{""code"":""TOTAL_TAX"",""amount"":""318.40"",""currency"":""USD"",""included"":false},{""code"":""SURCHARGE"",""amount"":""210.00"",""currency"":""USD"",""included"":false}],""variations"":{""average"":{""base"":""250.46""},""changes"":[{""startDate"":""2022-09-21"",""endDate"":""2022-09-22"",""base"":""273.60""},{""startDate"":""2022-09-22"",""endDate"":""2022-09-23"",""base"":""233.10""},{""startDate"":""2022-09-23"",""endDate"":""2022-09-24"",""base"":""224.10""},{""startDate"":""2022-09-24"",""endDate"":""2022-09-25"",""base"":""242.10""},{""startDate"":""2022-09-25"",""endDate"":""2022-09-26"",""base"":""215.10""},{""startDate"":""2022-09-26"",""endDate"":""2022-09-27"",""base"":""260.10""},{""startDate"":""2022-09-27"",""endDate"":""2022-09-28"",""base"":""305.10""}]}},""policies"":{""paymentType"":""guarantee"",""cancellation"":{""deadline"":""2022-09-19T12:00:00-07:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/X8ZB57PSX3""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=OMLAXCTR&adults=1&checkInDate=2022-09-21&checkOutDate=2022-09-28&roomQuantity=9""}]}"
443,634,634,test_1iusrbgm2r390_getMultiHotelOffers,checkOutDate=2022-09-25;hotelIds=RTLONGRE;roomQuantity=1;adults=1;lang=es;checkInDate=2022-09-20;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+zXD5SxkdYQZtUZRAUbYcGfsrr82n;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""RTLONGRE"",""chainCode"":""RT"",""dupeId"":""700095621"",""name"":""ibis London Greenwich"",""cityCode"":""LON"",""latitude"":51.47995,""longitude"":-0.00937},""available"":true,""offers"":[{""id"":""E28HUR9NMM"",""checkInDate"":""2022-09-20"",""checkOutDate"":""2022-09-25"",""rateCode"":""D20"",""boardType"":""ROOM_ONLY"",""room"":{""type"":""C1D"",""typeEstimated"":{""category"":""STANDARD_ROOM"",""beds"":1,""bedType"":""DOUBLE""},""description"":{""text"":""Tarifa Happy 20\nHabitación Standard con una cama doble"",""lang"":""ES""}},""guests"":{""adults"":1},""price"":{""currency"":""GBP"",""total"":""399.34"",""variations"":{""average"":{""base"":""79.86""},""changes"":[{""startDate"":""2022-09-20"",""endDate"":""2022-09-22"",""base"":""84.64"",""total"":""84.64""},{""startDate"":""2022-09-22"",""endDate"":""2022-09-24"",""base"":""72.68"",""total"":""72.68""},{""startDate"":""2022-09-24"",""endDate"":""2022-09-25"",""base"":""84.64"",""total"":""84.64""}]}},""policies"":{""holdTime"":{""deadline"":""2022-09-20T14:00:00""},""guarantee"":{""acceptedPayments"":{""creditCards"":[""AH"",""AX"",""CA"",""DC"",""EC"",""IK"",""JC"",""SW"",""VI""],""methods"":[""CREDIT_CARD""]}},""paymentType"":""guarantee""},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/E28HUR9NMM?lang=es""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=RTLONGRE&adults=1&checkInDate=2022-09-20&checkOutDate=2022-09-25&lang=es&roomQuantity=1""}]}"
8300,2924,2924,test_1jxzeb4h10z03_getMultiHotelOffers,checkOutDate=2022-09-26;hotelIds=MCSFOUSM%2CLMAKL131%2CWVBCN779%2CWVFLRMIN;adults=4;checkInDate=2022-09-21;paymentPolicy=NONE;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+EQRpZ7SNMoi7FfBpnhjztENwCVyT;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""MCSFOUSM"",""chainCode"":""MC"",""dupeId"":""700006413"",""name"":""San Francisco Marriott Union Square"",""cityCode"":""SFO"",""latitude"":37.78927,""longitude"":-122.40829},""available"":true,""offers"":[{""id"":""4GXZB24I2C"",""checkInDate"":""2022-09-21"",""checkOutDate"":""2022-09-26"",""rateCode"":""S9R"",""rateFamilyEstimated"":{""code"":""SRS"",""type"":""C""},""room"":{""type"":""XMI"",""typeEstimated"":{""category"":""STANDARD_ROOM"",""beds"":2,""bedType"":""DOUBLE""},""description"":{""text"":""Marriott Senior Discount, includes\nGuest room with 2 Double Beds, 2 Doubles, Mini \nfridge, 280sqft/25sqm-360sqft/32sqm, Wireless i"",""lang"":""EN""}},""guests"":{""adults"":4},""price"":{""currency"":""USD"",""base"":""2288.00"",""total"":""2808.86"",""variations"":{""average"":{""base"":""457.60""},""changes"":[{""startDate"":""2022-09-21"",""endDate"":""2022-09-22"",""base"":""1232.00""},{""startDate"":""2022-09-22"",""endDate"":""2022-09-23"",""base"":""395.00""},{""startDate"":""2022-09-23"",""endDate"":""2022-09-24"",""base"":""233.00""},{""startDate"":""2022-09-24"",""endDate"":""2022-09-25"",""base"":""216.00""},{""startDate"":""2022-09-25"",""endDate"":""2022-09-26"",""base"":""212.00""}]}},""policies"":{""paymentType"":""guarantee"",""cancellation"":{""amount"":""1432.95"",""deadline"":""2022-09-18T23:59:00-07:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/4GXZB24I2C""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=MCSFOUSM&adults=4&checkInDate=2022-09-21&checkOutDate=2022-09-26&paymentPolicy=NONE""}]}"
9811,2613,2613,test_1jy26grihye02_getMultiHotelOffers,checkOutDate=2022-09-30;hotelIds=SIHIJ595%2CHIBOG578%2CPIMANAFT;roomQuantity=2;adults=2;checkInDate=2022-09-21;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+MKvjgDPWwGzmMobDQD4EDY93SbSy;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""HIBOG578"",""chainCode"":""HI"",""dupeId"":""501517449"",""name"":""HOLIDAY INN EXP ZONA FINANCIER"",""cityCode"":""BOG"",""latitude"":4.64391,""longitude"":-74.06183},""available"":true,""offers"":[{""id"":""XZ3UWYUVP4"",""roomQuantity"":""2"",""checkInDate"":""2022-09-21"",""checkOutDate"":""2022-09-30"",""rateCode"":""57J"",""rateFamilyEstimated"":{""code"":""BAR"",""type"":""P""},""boardType"":""BREAKFAST"",""room"":{""type"":""*RH"",""typeEstimated"":{""category"":""STANDARD_ROOM""},""description"":{""text"":""BEST FLEXIBLE RATE\nStandard Room When you arrive at the hotel we\nwill do our best to meet your room type"",""lang"":""EN""}},""guests"":{""adults"":2},""price"":{""currency"":""USD"",""base"":""588.00"",""total"":""699.72"",""taxes"":[{""code"":""MISCELLANEOUS"",""pricingFrequency"":""PER_NIGHT"",""pricingMode"":""PER_PRODUCT"",""percentage"":""19.00"",""included"":false}],""variations"":{""average"":{""base"":""65.33""},""changes"":[{""startDate"":""2022-09-21"",""endDate"":""2022-09-23"",""base"":""68.00""},{""startDate"":""2022-09-23"",""endDate"":""2022-09-25"",""base"":""56.00""},{""startDate"":""2022-09-25"",""endDate"":""2022-09-30"",""base"":""68.00""}]}},""policies"":{""guarantee"":{""acceptedPayments"":{""creditCards"":[""AX"",""VI"",""CA"",""DC""],""methods"":[""CREDIT_CARD""]}},""paymentType"":""guarantee"",""cancellation"":{""deadline"":""2022-09-21T10:58:00-05:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/XZ3UWYUVP4""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=HIBOG578&adults=2&checkInDate=2022-09-21&checkOutDate=2022-09-30&roomQuantity=2""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""PIMANAFT"",""chainCode"":""PI"",""dupeId"":""700135567"",""name"":""Manchester City (Portland St)"",""cityCode"":""MAN"",""latitude"":53.47739,""longitude"":-2.2425},""available"":true,""offers"":[{""id"":""DDTKSE7J07"",""roomQuantity"":""2"",""checkInDate"":""2022-09-21"",""checkOutDate"":""2022-09-30"",""rateCode"":""RAC"",""boardType"":""ROOM_ONLY"",""room"":{""type"":""C1K"",""typeEstimated"":{""category"":""STANDARD_ROOM"",""beds"":1,""bedType"":""KING""},""description"":{""text"":""Double Room\n1 King Bed"",""lang"":""EN""}},""guests"":{""adults"":2},""price"":{""currency"":""GBP"",""total"":""785.63"",""taxes"":[{""code"":""VAT_GST_TAX"",""pricingFrequency"":""PER_STAY"",""pricingMode"":""PER_PRODUCT"",""amount"":""86.67"",""currency"":""GBP"",""included"":true},{""code"":""SERVICE_CHARGE"",""pricingFrequency"":""PER_STAY"",""pricingMode"":""PER_PRODUCT"",""amount"":""5.63"",""currency"":""GBP"",""included"":true}],""variations"":{""average"":{""total"":""87.29""},""changes"":[{""startDate"":""2022-09-21"",""endDate"":""2022-09-22"",""total"":""80.00""},{""startDate"":""2022-09-22"",""endDate"":""2022-09-23"",""total"":""63.00""},{""startDate"":""2022-09-23"",""endDate"":""2022-09-24"",""total"":""99.00""},{""startDate"":""2022-09-24"",""endDate"":""2022-09-25"",""total"":""156.00""},{""startDate"":""2022-09-25"",""endDate"":""2022-09-26"",""total"":""59.00""},{""startDate"":""2022-09-26"",""endDate"":""2022-09-27"",""total"":""68.00""},{""startDate"":""2022-09-27"",""endDate"":""2022-09-28"",""total"":""84.00""},{""startDate"":""2022-09-28"",""endDate"":""2022-09-29"",""total"":""92.00""},{""startDate"":""2022-09-29"",""endDate"":""2022-09-30"",""total"":""79.00""}]}},""policies"":{""guarantee"":{""acceptedPayments"":{""creditCards"":[""CA"",""AX"",""AT"",""DC"",""DL"",""VI""],""methods"":[""CREDIT_CARD""]}},""paymentType"":""guarantee"",""cancellation"":{""deadline"":""2022-09-21T13:00:00+01:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/DDTKSE7J07""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=PIMANAFT&adults=2&checkInDate=2022-09-21&checkOutDate=2022-09-30&roomQuantity=2""}]}"
4903,2032,2032,test_vf6yjr35ougl_getMultiHotelOffers,hotelIds=RTSYDKIN%2CCYOAKCDC%2CXKPAR321%2CHYEWRHJC%2CSIHIJ595;adults=3;includeClosed=true;currency=CNY;countryOfResidence=KR;lang=es;checkInDate=2022-09-21;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+TiJlaVG7jadjlx3e5Gs9YhqFVoNb;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""HYEWRHJC"",""chainCode"":""HY"",""dupeId"":""700019461"",""name"":""Hyatt Regency Jersey City On The Hudson"",""cityCode"":""EWR"",""latitude"":40.71708,""longitude"":-74.03247},""available"":true,""offers"":[{""id"":""FT0K3LWL5W"",""checkInDate"":""2022-09-21"",""checkOutDate"":""2022-09-22"",""rateCode"":""***"",""rateFamilyEstimated"":{""code"":""RAC"",""type"":""P""},""commission"":{""percentage"":""10""},""room"":{""type"":""KNG"",""typeEstimated"":{""category"":""STANDARD_ROOM"",""beds"":1,""bedType"":""KING""},""description"":{""text"":""Standard Rate King Bed\nKING BED:368-400 SQ FT:HUDSON RIVER VIEWS:"",""lang"":""ES""}},""guests"":{""adults"":3},""price"":{""currency"":""USD"",""base"":""404.00"",""total"":""437.28"",""taxes"":[{""code"":""TOTAL_TAX"",""amount"":""33.28"",""currency"":""USD"",""included"":false}],""variations"":{""average"":{""base"":""404.00""},""changes"":[{""startDate"":""2022-09-21"",""endDate"":""2022-09-22"",""base"":""404.00""}]}},""policies"":{""paymentType"":""guarantee"",""cancellation"":{""deadline"":""2022-09-20T23:59:00-04:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/FT0K3LWL5W?lang=es""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=HYEWRHJC&adults=3&checkInDate=2022-09-21&countryOfResidence=KR&currency=CNY&lang=es""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""RTSYDKIN"",""chainCode"":""RT"",""name"":""ibis Sydney King Street Wharf"",""cityCode"":""SYD"",""latitude"":-33.86679,""longitude"":151.20256},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=RTSYDKIN&adults=3&checkInDate=2022-09-21&countryOfResidence=KR&currency=CNY&lang=es""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""SIHIJ595"",""chainCode"":""SI"",""name"":""Sheraton Grand Hiroshima Hotel"",""cityCode"":""HIJ"",""latitude"":34.39804,""longitude"":132.47797},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=SIHIJ595&adults=3&checkInDate=2022-09-21&countryOfResidence=KR&currency=CNY&lang=es""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""XKPAR321"",""chainCode"":""XK"",""name"":""GRG"",""cityCode"":""PAR"",""latitude"":48.85801,""longitude"":2.34661},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=XKPAR321&adults=3&checkInDate=2022-09-21&countryOfResidence=KR&currency=CNY&lang=es""}],""dictionaries"":{""currencyConversionLookupRates"":{""USD"":{""rate"":""7.0095960000000002"",""target"":""CNY"",""targetDecimalPlaces"":2}}}}"
7914,587,587,test_1k22bu8dn3epk_getMultiHotelOffers,hotelIds=XRBKK199%2CCPNGSHNG%2CARMADAVE;adults=9;includeClosed=true;currency=EGP;countryOfResidence=KR;lang=IT;checkInDate=2022-09-21;paymentPolicy=NONE;bestRateOnly=false;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+kft3pWyI5f0lYbu4lN6aQa1rJgRA;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""CPNGSHNG"",""chainCode"":""CP"",""name"":""CROWNE PLAZA ANA HOTEL NAGASAK"",""cityCode"":""NGS"",""latitude"":32.73679,""longitude"":129.87007},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=CPNGSHNG&adults=9&checkInDate=2022-09-21&countryOfResidence=KR&currency=EGP&lang=IT&paymentPolicy=NONE""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""XRBKK199"",""chainCode"":""XR"",""name"":""The St Regis Bangkok"",""cityCode"":""BKK"",""latitude"":13.73977,""longitude"":100.54002},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=XRBKK199&adults=9&checkInDate=2022-09-21&countryOfResidence=KR&currency=EGP&lang=IT&paymentPolicy=NONE""}]}"
2286,2839,2839,test_u8dgv45zqnn5_getMultiHotelOffers,hotelIds=WVMAD011%2CHSPARCEN;roomQuantity=9;adults=3;includeClosed=true;currency=UYU;countryOfResidence=CA;lang=ar;checkInDate=2022-09-22;priceRange=-10000;paymentPolicy=NONE;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+eD1D3f5ipZZNiAmHsHttGsRYV3gh;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""HSPARCEN"",""chainCode"":""HS"",""name"":""Hotel des Halles"",""cityCode"":""PAR"",""latitude"":48.85922,""longitude"":2.3473},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=HSPARCEN&adults=3&checkInDate=2022-09-22&countryOfResidence=CA&currency=UYU&lang=ar&paymentPolicy=NONE&roomQuantity=9""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""WVMAD011"",""chainCode"":""WV"",""name"":""RAFAELHOTELES ATOCHA"",""cityCode"":""MAD"",""latitude"":40.4028,""longitude"":-3.68809},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=WVMAD011&adults=3&checkInDate=2022-09-22&countryOfResidence=CA&currency=UYU&lang=ar&paymentPolicy=NONE&roomQuantity=9""}]}"
8648,299,299,test_1jeqilgzw3n00_getMultiHotelOffers,hotelIds=CYMUCCYC%2CBWOSA523;roomQuantity=2;adults=3;includeClosed=true;currency=COP;countryOfResidence=CN;lang=ja-JP;checkInDate=2022-09-20;paymentPolicy=NONE;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+oIN1ws99kZsOQzrZoYZwI7npSqGC;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""BWOSA523"",""chainCode"":""BW"",""name"":""Best Western Hotel Fino Osaka Shinsaibashi"",""cityCode"":""OSA"",""latitude"":34.6746,""longitude"":135.50571},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=BWOSA523&adults=3&checkInDate=2022-09-20&countryOfResidence=CN&currency=COP&lang=ja-JP&paymentPolicy=NONE&roomQuantity=2""}]}"
4023,1039,1039,test_us30pm9tsxgm_getMultiHotelOffers,hotelIds=SIBOG651;adults=2;includeClosed=false;currency=USD;countryOfResidence=AE;lang=it-IT;checkInDate=2022-09-20;priceRange=0-200;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+c1HyRuLuKbzGCkBMTtoJTVwyNNkA;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""SIBOG651"",""chainCode"":""SI"",""dupeId"":""700050659"",""name"":""Sheraton Bogota Hotel"",""cityCode"":""BOG"",""latitude"":4.65958,""longitude"":-74.10948},""available"":true,""offers"":[{""id"":""1HJ3O2PGSP"",""checkInDate"":""2022-09-20"",""checkOutDate"":""2022-09-21"",""rateCode"":""RAC"",""room"":{""type"":""ZZL"",""typeEstimated"":{""beds"":1,""bedType"":""KING""},""description"":{""text"":""scoprite i dettagli della tariffa\n1 letto matrimoniale King, 24 metri quadrati/25\n8piedi quadrati, Internet wireless gratuito, In"",""lang"":""IT""}},""guests"":{""adults"":2},""price"":{""currency"":""USD"",""base"":""119.00"",""total"":""119.00"",""variations"":{""average"":{""base"":""119.00""},""changes"":[{""startDate"":""2022-09-20"",""endDate"":""2022-09-21"",""total"":""119.00""}]}},""policies"":{""paymentType"":""guarantee"",""cancellation"":{""amount"":""119.00"",""deadline"":""2022-09-19T23:59:00-05:00""}},""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers/1HJ3O2PGSP?lang=it-IT""}],""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=SIBOG651&adults=2&checkInDate=2022-09-20&countryOfResidence=AE&currency=USD&lang=it-IT""}]}"
1325,486,486,test_1hrrjcvvxp1lv_getMultiHotelOffers,hotelIds=HILPL830%2CRTTLSMIR;roomQuantity=7;adults=5;includeClosed=false;currency=CLP;countryOfResidence=KR;lang=AR;checkInDate=2022-09-20;priceRange=60;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+Q9Nrxc7oEglYALCkqNMe3giEZtnT;,,,,200,True,none,"{""data"":[]}"
3530,146,146,test_1k25krsskh46c_getMultiHotelOffers,hotelIds=RTTLSMER;roomQuantity=4;adults=3;includeClosed=true;currency=UYU;countryOfResidence=DE;lang=it-IT;checkInDate=2022-09-22;bestRateOnly=false;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+dQq8Gev1GVVqiQmYJg35P3K1AIpo;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""RTTLSMER"",""chainCode"":""RT"",""name"":""Hôtel Mercure Toulouse Saint Georges"",""cityCode"":""TLS"",""latitude"":43.60332,""longitude"":1.44833},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=RTTLSMER&adults=3&checkInDate=2022-09-22&countryOfResidence=DE&currency=UYU&lang=it-IT&roomQuantity=4""}]}"
9899,2654,2654,test_1k2538cyluer8_getMultiHotelOffers,hotelIds=HLMUC258;adults=8;includeClosed=true;currency=MKD;countryOfResidence=BR;checkInDate=2022-09-21;paymentPolicy=GUARANTEE;bestRateOnly=false;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+rCC4EUf6WHC6VMUOXxiegCzQDZ08;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""HLMUC258"",""chainCode"":""HL"",""name"":""HILTON MUNICH PARK"",""cityCode"":""MUC"",""latitude"":48.15276,""longitude"":11.59667},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=HLMUC258&adults=8&checkInDate=2022-09-21&countryOfResidence=BR&currency=MKD&paymentPolicy=GUARANTEE""}]}"
2896,775,775,test_r1ctmfqdl8bo_getMultiHotelOffers,hotelIds=LMSYD895%2CHYSFOHUQ%2CHYEWRHJC;adults=8;includeClosed=true;currency=BRL;countryOfResidence=CH;checkInDate=2022-09-20;priceRange=-10000;paymentPolicy=NONE;bestRateOnly=true;,getMultiHotelOffers,/shopping/hotel-offers,GET,Authorization=Bearer+6fwTXY30GMswu3A3oPIhTkhVo6Kh;,,,,200,True,none,"{""data"":[{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""HYEWRHJC"",""chainCode"":""HY"",""dupeId"":""700019461"",""name"":""Hyatt Regency Jersey City On The Hudson"",""cityCode"":""EWR"",""latitude"":40.71708,""longitude"":-74.03247},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=HYEWRHJC&adults=8&checkInDate=2022-09-20&countryOfResidence=CH&currency=BRL&paymentPolicy=NONE""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""HYSFOHUQ"",""chainCode"":""HY"",""dupeId"":""700015779"",""name"":""Grand Hyatt San Francisco"",""cityCode"":""SFO"",""latitude"":37.78891,""longitude"":-122.40718},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=HYSFOHUQ&adults=8&checkInDate=2022-09-20&countryOfResidence=CH&currency=BRL&paymentPolicy=NONE""},{""type"":""hotel-offers"",""hotel"":{""type"":""hotel"",""hotelId"":""LMSYD895"",""chainCode"":""LM"",""name"":""WOOLLOOMOOLOO WATERS APT HOTEL"",""cityCode"":""SYD"",""latitude"":-33.87062,""longitude"":151.22132},""available"":false,""self"":""https://test.api.amadeus.com/v3/shopping/hotel-offers?hotelIds=LMSYD895&adults=8&checkInDate=2022-09-20&countryOfResidence=CH&currency=BRL&paymentPolicy=NONE""}]}"
